domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
science.orf.at,-0.03432539682539683,0.08686806139602143,0.05674603174603174,0.07718840513070156,9.0
burgenland.orf.at,0.04958333333333333,0.1262579559020794,0.06666666666666667,0.09258200997725514,8.0
salzburg.orf.at,0.0953422619047619,0.10856035936643427,0.08571428571428572,0.15499459221263284,8.0
netzpolitik.org,0.09895833333333333,0.21102722591970233,0.041666666666666664,0.08908708063747481,8.0
de.euronews.com,0.034374999999999996,0.09578803277143874,0.020833333333333332,0.05892556509887895,8.0
ooe.orf.at,0.030026041666666666,0.17298537208993495,0.1421875,0.18906670187512264,8.0
www.giga.de,0.15078869047619045,0.24292480164556096,0.0875,0.1642080561796093,8.0
www.perlentaucher.de,0.09630952380952382,0.17833659161623858,0.13229166666666667,0.11576501068290322,8.0
www.fr.de,-0.10243055555555555,0.24740913880956436,0.0,0.0,8.0
vorarlberg.orf.at,0.033690476190476194,0.07886165733569404,0.05,0.09258200997725516,8.0
www.googlewatchblog.de,0.21862244897959185,0.19611889799821797,0.20450680272108843,0.23363072670670956,7.0
hallespektrum.de,-0.01,0.208746257451481,0.0,0.0,7.0
winfuture.de,0.06789115646258503,0.1863373466000127,0.0,0.0,7.0
tirol.orf.at,0.052551020408163264,0.11013122749335626,0.15272108843537416,0.11285838666708414,7.0
www.pcgames.de,0.29464285714285715,0.17042149350869873,0.0,0.0,7.0
www.spektrum.de,0.17797619047619048,0.13983112925595184,0.08571428571428572,0.12149857925879116,7.0
snipz.de,0.03571428571428571,0.14351041110399654,0.0,0.0,7.0
www.appgefahren.de,0.13165343915343916,0.31290117274779505,0.032407407407407406,0.07938161203464002,6.0
www.zdnet.de,0.062222222222222234,0.24337138210896866,0.041666666666666664,0.10206207261596575,6.0
scilogs.spektrum.de,0.041011904761904756,0.30005317107226437,0.18273809523809526,0.19075036071624787,5.0
www.rnd.de,-0.009999999999999998,0.3479303889509445,0.13333333333333333,0.2981423969999719,5.0
oe3.orf.at,-0.06666666666666668,0.39703764165238653,0.0,0.0,5.0
www.capital.de,-1.1102230246251566e-17,0.24558603380485625,0.0,0.0,5.0
kaernten.orf.at,-0.01940476190476189,0.21015934457781954,0.15571428571428572,0.18367006799571622,5.0
www.dwdl.de,0.14423809523809522,0.08711266716181608,0.03333333333333333,0.07453559924999298,5.0
www.wissenschaft.de,-0.07400793650793651,0.1852698691482512,0.03571428571428571,0.07142857142857142,4.0
www.finanzen.net,0.08569444444444445,0.5213622499558367,0.0,0.0,4.0
11freunde.de,0.11166666666666665,0.20199926659199458,0.041666666666666664,0.08333333333333333,4.0
www.swr.de,0.03928571428571427,0.2942732570435776,0.0,0.0,4.0
www.deutsche-startups.de,-0.05,0.1,0.0,0.0,4.0
www.dealdoktor.de,0.06145833333333333,0.1858842419057863,0.0,0.0,4.0
www.chip.de,-0.033159722222222215,0.1246063438739857,0.1597222222222222,0.11866671868496571,4.0
sport.orf.at,0.016666666666666663,0.5138813813265413,0.041666666666666664,0.08333333333333333,4.0
www.rbb24.de,0.05124999999999999,0.32838937761951636,0.175,0.35,4.0
www.apfelpage.de,0.06875,0.23160220925831718,0.02,0.04,4.0
www.horizont.net,-0.010714285714285713,0.1591992077715905,0.0,0.0,3.0
www.iphone-ticker.de,0.23750000000000002,0.2509357487485592,0.0,0.0,3.0
www.lobbycontrol.de,0.19444444444444442,0.09179284245476838,0.08333333333333333,0.14433756729740646,3.0
www.merkur.de,0.3833333333333333,0.39193253387682825,0.25,0.22047927592204922,3.0
www.mobiflip.de,0.4577777777777778,0.2546529955609165,0.08888888888888889,0.08388704928078611,3.0
www1.wdr.de,-0.32857142857142857,0.15452362609131381,0.0,0.0,3.0
help.orf.at,0.02317460317460317,0.10994260854232747,0.044444444444444446,0.0769800358919501,3.0
futurezone.at,0.0,0.0,0.0,0.0,3.0
meedia.de,-0.025000000000000005,0.21360009363293825,0.0,0.0,3.0
oesterreich.orf.at,0.47500000000000003,0.5018714974971183,0.05555555555555555,0.09622504486493763,3.0
www.computerbase.de,0.20999999999999996,0.18520259177452134,0.0,0.0,3.0
www.abendblatt.de,-0.11666666666666665,0.20207259421636903,0.0,0.0,3.0
www.computerwoche.de,0.02,0.286879765755621,0.022222222222222223,0.03849001794597505,3.0
de.catholicnewsagency.com,0.0,0.0,0.125,0.1767766952966369,2.0
www.br.de,0.12916666666666665,0.2887352689845069,0.0,0.0,2.0
www.msn.com,-0.375,0.5303300858899106,0.2,0.28284271247461906,2.0
www.berliner-zeitung.de,0.08333333333333333,0.11785113019775792,0.08333333333333333,0.11785113019775792,2.0
sz-magazin.sueddeutsche.de,0.20416666666666666,0.04124789556921525,0.0,0.0,2.0
weather.com,-0.2375,0.08838834764831845,0.1875,0.2651650429449553,2.0
rp-online.de,0.0,0.0,0.0,0.0,2.0
rivva.de,0.26249999999999996,0.12374368670764578,0.0,0.0,2.0
www.saechsische.de,0.0,0.0,0.0,0.0,2.0
www.urlaubspiraten.de,0.17166666666666666,0.22863119258365036,0.05,0.07071067811865477,2.0
www.transfermarkt.de,0.25,0.3535533905932738,0.0,0.0,2.0
'Inflation',0.0,0.0,0.0,0.0,2.0
www.macerkopf.de,0.06999999999999999,0.09899494936611665,0.18333333333333335,0.023570226039551608,2.0
www.voltairenet.org,-0.03388888888888889,0.13277894002280727,0.0,0.0,2.0
'Ukraine',0.0,0.0,0.0,0.0,2.0
www.kino.de,0.04142857142857142,0.14344166132641392,0.0,0.0,2.0
blogs.sap.com,0.0,0.0,0.0,0.0,2.0
www.derstandard.at,0.5075000000000001,0.23688077169749353,0.0,0.0,2.0
www.maclife.de,0.37249999999999994,0.3500178566873409,0.0625,0.08838834764831845,2.0
'Waffen',0.0,0.0,0.0,0.0,2.0
www.vital.de,0.0,1.0,0.0,1.0,1.0
www.womenshealth.de,0.0,1.0,0.0,1.0,1.0
fm4.orf.at,0.0,1.0,0.0,1.0,1.0
www.zdf.de,0.0,1.0,0.0,1.0,1.0
efahrer.chip.de,0.0,1.0,0.0,1.0,1.0
'heizen',0.0,1.0,0.0,1.0,1.0
detektor.fm,0.0,1.0,0.0,1.0,1.0
de.nachrichten.yahoo.com,0.0,1.0,0.0,1.0,1.0
www.waz.de,0.0,1.0,0.0,1.0,1.0
www.watson.de,0.0,1.0,0.0,1.0,1.0
www.titanic-magazin.de,0.0,1.0,0.0,1.0,1.0
www.sportschau.de,0.0,1.0,0.0,1.0,1.0
www.gofeminin.de,0.0,1.0,0.0,1.0,1.0
onlinemarketing.de,0.0,1.0,0.0,1.0,1.0
www.sport1.de,0.0,1.0,0.0,1.0,1.0
learngerman.dw.com,0.0,1.0,0.0,1.0,1.0
www.gameswelt.de,0.0,1.0,0.0,1.0,1.0
'Gas',0.0,1.0,0.0,1.0,1.0
www.ibiza-heute.de,0.0,1.0,0.0,1.0,1.0
www.ifun.de,0.0,1.0,0.0,1.0,1.0
www.indiskretionehrensache.de,0.0,1.0,0.0,1.0,1.0
www.infranken.de,0.0,1.0,0.0,1.0,1.0
www.dailymotion.com,0.0,1.0,0.0,1.0,1.0
www.kino-zeit.de,0.0,1.0,0.0,1.0,1.0
www.kraftfuttermischwerk.de,0.0,1.0,0.0,1.0,1.0
www.computerbild.de,0.0,1.0,0.0,1.0,1.0
www.mdr.de,0.0,1.0,0.0,1.0,1.0
www.channelpartner.de,0.0,1.0,0.0,1.0,1.0
www.bz-berlin.de,0.0,1.0,0.0,1.0,1.0
www.mt.de,0.0,1.0,0.0,1.0,1.0
www.nordbayern.de,0.0,1.0,0.0,1.0,1.0
www.gladbachlive.de,0.0,1.0,0.0,1.0,1.0
www.riffreporter.de,0.0,1.0,0.0,1.0,1.0
www.rtl.de,0.0,1.0,0.0,1.0,1.0
www.shopblogger.de,0.0,1.0,0.0,1.0,1.0
'Atomkraft',0.0,1.0,0.0,1.0,1.0
